"ItemNumber","Supplier","Month","MrpPlannedQty","SupplierSchedQty","Delta","CoverageRatio","Status"
"6834474-B52_WR","2352","2026-09","0","60","-60","0","MRP_Missing"
"6834474-B52_WR","2352","2026-10","0","60","-60","0","MRP_Missing"
"6834476-B52_WR","2352","2025-12","20","0","20",,"MRP_Extra"
"6834476-B52_WR","2352","2026-01","60","60","0","1","Covered_or_Over"
"6834476-B52_WR","2352","2026-02","30","60","-30","0.5","Short"
"6834476-B52_WR","2352","2026-03","60","60","0","1","Covered_or_Over"
"6834476-B52_WR","2352","2026-04","60","30","30","2","Covered_or_Over"
"6834476-B52_WR","2352","2026-05","60","60","0","1","Covered_or_Over"
"6834476-B52_WR","2352","2026-06","0","90","-90","0","MRP_Missing"
"6834476-B52_WR","2352","2026-07","0","30","-30","0","MRP_Missing"
"6834476-B52_WR","2352","2026-08","0","60","-60","0","MRP_Missing"
"6834476-B52_WR","2352","2026-09","0","90","-90","0","MRP_Missing"
"6834476-B52_WR","2352","2026-10","0","30","-30","0","MRP_Missing"
"6834573-10_WR","2352","2025-12","20","0","20",,"MRP_Extra"
"6834573-10_WR","2352","2026-01","120","120","0","1","Covered_or_Over"
"6834573-10_WR","2352","2026-02","30","0","30",,"MRP_Extra"
"6834573-10_WR","2352","2026-03","60","60","0","1","Covered_or_Over"
"6834573-10_WR","2352","2026-04","60","60","0","1","Covered_or_Over"
"6834573-10_WR","2352","2026-05","0","60","-60","0","MRP_Missing"
"6834573-10_WR","2352","2026-06","30","60","-30","0.5","Short"
"6834573-10_WR","2352","2026-08","0","60","-60","0","MRP_Missing"
"6834573-10_WR","2352","2026-09","0","60","-60","0","MRP_Missing"
"6834573-10_WR","2352","2026-10","0","60","-60","0","MRP_Missing"
"6834573-10_WR","2352","2026-11","0","60","-60","0","MRP_Missing"
"6834579-10_WR","2352","2026-01","4","0","4",,"MRP_Extra"
"6834579-10_WR","2352","2026-02","6","30","-24","0.2","Short"
"6834579-10_WR","2352","2026-03","6","0","6",,"MRP_Extra"
"6834579-10_WR","2352","2026-04","6","0","6",,"MRP_Extra"
"6834579-10_WR","2352","2026-08","0","30","-30","0","MRP_Missing"
"6834589-B52_WR","2352","2026-01","218","420","-202","0.519","Short"
"6834589-B52_WR","2352","2026-02","180","210","-30","0.857","Short"
"6834589-B52_WR","2352","2026-03","210","210","0","1","Covered_or_Over"
"6834589-B52_WR","2352","2026-04","210","0","210",,"MRP_Extra"
"6834589-B52_WR","2352","2026-05","180","210","-30","0.857","Short"
"6834589-B52_WR","2352","2026-06","60","420","-360","0.143","Short"
"6834589-B52_WR","2352","2026-07","0","210","-210","0","MRP_Missing"
"6834589-B52_WR","2352","2026-08","0","210","-210","0","MRP_Missing"
"6834589-B52_WR","2352","2026-09","0","210","-210","0","MRP_Missing"
"6834589-B52_WR","2352","2026-10","0","210","-210","0","MRP_Missing"
"6834594-B52_WR","2352","2026-01","90","60","30","1.5","Covered_or_Over"
"6834594-B52_WR","2352","2026-02","30","30","0","1","Covered_or_Over"
"6834594-B52_WR","2352","2026-03","60","60","0","1","Covered_or_Over"
"6834594-B52_WR","2352","2026-04","30","60","-30","0.5","Short"
"6834594-B52_WR","2352","2026-05","60","60","0","1","Covered_or_Over"
"6834594-B52_WR","2352","2026-06","30","60","-30","0.5","Short"
"6834594-B52_WR","2352","2026-07","0","30","-30","0","MRP_Missing"
"6834594-B52_WR","2352","2026-08","0","60","-60","0","MRP_Missing"
"6834594-B52_WR","2352","2026-09","0","90","-90","0","MRP_Missing"
"6834594-B52_WR","2352","2026-10","0","30","-30","0","MRP_Missing"
"6843665-N_N","331567","2025-12","0","8400","-8400","0","MRP_Missing"
"6843665-N_N","331567","2026-03","86","0","86",,"MRP_Extra"
"6843665-N_N","331567","2026-04","8806","0","8806",,"MRP_Extra"
"6843674-N_N","331567","2025-12","0","5600","-5600","0","MRP_Missing"
"6843674-N_N","331567","2026-02","0","5600","-5600","0","MRP_Missing"
"6843674-N_N","331567","2026-03","0","5600","-5600","0","MRP_Missing"
"6843680-N_N","331567","2025-12","0","24000","-24000","0","MRP_Missing"
"6843687-N_N","331567","2025-12","0","6000","-6000","0","MRP_Missing"
"6843883-10_TS","2352","2025-12","0","510","-510","0","MRP_Missing"
"6843883-20_TS","2352","2025-12","285","300","-15","0.95","Short"
"6843883-20_TS","2352","2026-01","30","30","0","1","Covered_or_Over"
"6843883-20_TS","2352","2026-02","90","90","0","1","Covered_or_Over"
"6843883-20_TS","2352","2026-03","90","90","0","1","Covered_or_Over"
"6843883-20_TS","2352","2026-04","60","60","0","1","Covered_or_Over"
"6843883-20_TS","2352","2026-05","90","90","0","1","Covered_or_Over"
"6843883-20_TS","2352","2026-06","30","90","-60","0.333","Short"
"6843883-20_TS","2352","2026-07","0","90","-90","0","MRP_Missing"
"6843883-20_TS","2352","2026-08","0","90","-90","0","MRP_Missing"
"6843883-20_TS","2352","2026-09","0","90","-90","0","MRP_Missing"
"6843884-10_TS","2352","2025-12","10","120","-110","0.083","Short"
"6843884-20_TS","2352","2025-12","0","90","-90","0","MRP_Missing"
"6843884-20_TS","2352","2026-01","30","30","0","1","Covered_or_Over"
"6843884-20_TS","2352","2026-02","30","30","0","1","Covered_or_Over"
"6843884-20_TS","2352","2026-03","30","30","0","1","Covered_or_Over"
"6843884-20_TS","2352","2026-05","30","30","0","1","Covered_or_Over"
"6843884-20_TS","2352","2026-06","0","30","-30","0","MRP_Missing"
"6843884-20_TS","2352","2026-07","0","30","-30","0","MRP_Missing"
"6843884-20_TS","2352","2026-08","0","30","-30","0","MRP_Missing"
"6843884-20_TS","2352","2026-09","0","30","-30","0","MRP_Missing"
"6843885-10_TS","2352","2025-12","0","480","-480","0","MRP_Missing"
"6843885-20_TS","2352","2025-12","240","420","-180","0.571","Short"
"6843885-20_TS","2352","2026-02","60","0","60",,"MRP_Extra"
"6843885-20_TS","2352","2026-03","60","0","60",,"MRP_Extra"
"6843885-20_TS","2352","2026-04","30","210","-180","0.143","Short"
"6843885-20_TS","2352","2026-05","60","0","60",,"MRP_Extra"
"6843885-20_TS","2352","2026-08","0","210","-210","0","MRP_Missing"
"6843886-10_TS","2352","2025-12","2","240","-238","0.008","Short"
"6843886-20_TS","2352","2025-12","74","180","-106","0.411","Short"
"6843886-20_TS","2352","2026-01","30","0","30",,"MRP_Extra"
"6843886-20_TS","2352","2026-02","30","90","-60","0.333","Short"
"6843887-10_TS","2352","2025-12","5","120","-115","0.042","Short"
"6843887-20_TS","2352","2025-12","80","150","-70","0.533","Short"
"6843887-20_TS","2352","2026-02","30","150","-120","0.2","Short"
"6843888-10_TS","2352","2025-12","0","42","-42","0","MRP_Missing"
"6843888-20_TS","2352","2025-12","10","120","-110","0.083","Short"
"6843888-20_TS","2352","2026-11","0","120","-120","0","MRP_Missing"
"6843889-20_TS","2352","2025-12","5","90","-85","0.056","Short"
"6843889-20_TS","2352","2026-03","30","30","0","1","Covered_or_Over"
"6843889-20_TS","2352","2026-05","30","30","0","1","Covered_or_Over"
"6843889-20_TS","2352","2026-06","30","60","-30","0.5","Short"
"6843889-20_TS","2352","2026-07","0","30","-30","0","MRP_Missing"
"6843889-20_TS","2352","2026-08","0","30","-30","0","MRP_Missing"
"6843889-20_TS","2352","2026-11","0","30","-30","0","MRP_Missing"
"6843890-20_TS","2352","2025-12","0","150","-150","0","MRP_Missing"
"6843891-20_TS","2352","2025-12","19","150","-131","0.127","Short"
"6843892-20_TS","2352","2025-12","70","300","-230","0.233","Short"
"6843893-20_TS","2352","2025-12","20","90","-70","0.222","Short"
"6843894-20_TS","2352","2025-12","0","120","-120","0","MRP_Missing"
"6847622-20_TS","320951","2026-01","620","580","40","1.069","Covered_or_Over"
"6847622-20_TS","320951","2026-02","1080","1080","0","1","Covered_or_Over"
"6847622-20_TS","320951","2026-03","2040","2040","0","1","Covered_or_Over"
"6847622-20_TS","320951","2026-04","1920","1920","0","1","Covered_or_Over"
"6847622-20_TS","320951","2026-05","1920","1920","0","1","Covered_or_Over"
"6847622-20_TS","320951","2026-06","640","1960","-1320","0.327","Short"
"6847622-20_TS","320951","2026-07","0","1520","-1520","0","MRP_Missing"
"6847622-20_TS","320951","2026-08","0","2720","-2720","0","MRP_Missing"
"6847622-20_TS","320951","2026-09","0","2880","-2880","0","MRP_Missing"
"6847622-20_TS","320951","2026-10","0","2560","-2560","0","MRP_Missing"
"6847622-20_TS","320951","2026-11","0","1280","-1280","0","MRP_Missing"
"6847626-20_TS","320951","2026-01","371","331","40","1.121","Covered_or_Over"
"6847626-20_TS","320951","2026-02","1080","1080","0","1","Covered_or_Over"
"6847626-20_TS","320951","2026-03","2040","2040","0","1","Covered_or_Over"
"6847626-20_TS","320951","2026-04","1920","1920","0","1","Covered_or_Over"
"6847626-20_TS","320951","2026-05","1920","1920","0","1","Covered_or_Over"
"6847626-20_TS","320951","2026-06","640","1960","-1320","0.327","Short"
"6847626-20_TS","320951","2026-07","0","1520","-1520","0","MRP_Missing"
"6847626-20_TS","320951","2026-08","0","2720","-2720","0","MRP_Missing"
"6847626-20_TS","320951","2026-09","0","2880","-2880","0","MRP_Missing"
"6847626-20_TS","320951","2026-10","0","2560","-2560","0","MRP_Missing"
"6847626-20_TS","320951","2026-11","0","1280","-1280","0","MRP_Missing"
"6847630-20_TS","320951","2026-01","107","146","-39","0.733","Short"
"6847630-20_TS","320951","2026-02","400","400","0","1","Covered_or_Over"
"6847630-20_TS","320951","2026-03","760","760","0","1","Covered_or_Over"
"6847630-20_TS","320951","2026-04","760","760","0","1","Covered_or_Over"
"6847630-20_TS","320951","2026-05","720","720","0","1","Covered_or_Over"
"6847630-20_TS","320951","2026-06","240","720","-480","0.333","Short"
"6847630-20_TS","320951","2026-07","0","600","-600","0","MRP_Missing"
"6847630-20_TS","320951","2026-08","0","1000","-1000","0","MRP_Missing"
"6847630-20_TS","320951","2026-09","0","1120","-1120","0","MRP_Missing"
"6847630-20_TS","320951","2026-10","0","960","-960","0","MRP_Missing"
"6847630-20_TS","320951","2026-11","0","480","-480","0","MRP_Missing"
"6848770-65_TR","2352","2025-12","300","450","-150","0.667","Short"
"6848770-65_TR","2352","2026-01","690","660","30","1.045","Covered_or_Over"
"6848770-65_TR","2352","2026-02","720","870","-150","0.828","Short"
"6848770-65_TR","2352","2026-03","960","900","60","1.067","Covered_or_Over"
"6848770-65_TR","2352","2026-04","540","660","-120","0.818","Short"
"6848770-65_TR","2352","2026-05","840","750","90","1.12","Covered_or_Over"
"6848770-65_TR","2352","2026-06","210","390","-180","0.538","Short"
"6848770-65_TR","2352","2026-07","0","540","-540","0","MRP_Missing"
"6848770-65_TR","2352","2026-08","0","990","-990","0","MRP_Missing"
"6848770-65_TR","2352","2026-09","0","600","-600","0","MRP_Missing"
"6848770-65_TR","2352","2026-10","0","540","-540","0","MRP_Missing"
"6849028-65_TR","2352","2025-12","120","180","-60","0.667","Short"
"6849028-65_TR","2352","2026-01","180","240","-60","0.75","Short"
"6849028-65_TR","2352","2026-02","300","300","0","1","Covered_or_Over"
"6849028-65_TR","2352","2026-03","300","300","0","1","Covered_or_Over"
"6849028-65_TR","2352","2026-04","240","240","0","1","Covered_or_Over"
"6849028-65_TR","2352","2026-05","240","240","0","1","Covered_or_Over"
"6849028-65_TR","2352","2026-06","60","60","0","1","Covered_or_Over"
"6849028-65_TR","2352","2026-07","0","240","-240","0","MRP_Missing"
"6849028-65_TR","2352","2026-08","0","360","-360","0","MRP_Missing"
"6849028-65_TR","2352","2026-09","0","180","-180","0","MRP_Missing"
"6849028-65_TR","2352","2026-10","0","180","-180","0","MRP_Missing"
"6853140-65_TR","2352","2025-12","30","30","0","1","Covered_or_Over"
"6853140-65_TR","2352","2026-01","60","90","-30","0.667","Short"
"6853140-65_TR","2352","2026-02","60","60","0","1","Covered_or_Over"
"6853140-65_TR","2352","2026-03","120","90","30","1.333","Covered_or_Over"
"6853140-65_TR","2352","2026-04","30","90","-60","0.333","Short"
"6853140-65_TR","2352","2026-05","120","90","30","1.333","Covered_or_Over"
"6853140-65_TR","2352","2026-06","30","60","-30","0.5","Short"
"6853140-65_TR","2352","2026-07","0","60","-60","0","MRP_Missing"
"6853140-65_TR","2352","2026-08","0","120","-120","0","MRP_Missing"
"6853140-65_TR","2352","2026-09","0","60","-60","0","MRP_Missing"
"6853140-65_TR","2352","2026-10","0","30","-30","0","MRP_Missing"
"6853143-65_TR","2352","2025-12","90","90","0","1","Covered_or_Over"
"6853143-65_TR","2352","2026-01","270","270","0","1","Covered_or_Over"
"6853143-65_TR","2352","2026-02","300","360","-60","0.833","Short"
"6853143-65_TR","2352","2026-03","360","330","30","1.091","Covered_or_Over"
"6853143-65_TR","2352","2026-04","210","240","-30","0.875","Short"
"6853143-65_TR","2352","2026-05","300","270","30","1.111","Covered_or_Over"
"6853143-65_TR","2352","2026-06","90","120","-30","0.75","Short"
"6853143-65_TR","2352","2026-07","0","210","-210","0","MRP_Missing"
"6853143-65_TR","2352","2026-08","0","390","-390","0","MRP_Missing"
"6853143-65_TR","2352","2026-09","0","240","-240","0","MRP_Missing"
"6853143-65_TR","2352","2026-10","0","210","-210","0","MRP_Missing"
"6853146-65_TR","2352","2026-01","0","30","-30","0","MRP_Missing"
"6853146-65_TR","2352","2026-02","60","90","-30","0.667","Short"
"6853146-65_TR","2352","2026-03","150","120","30","1.25","Covered_or_Over"
"6853146-65_TR","2352","2026-04","90","90","0","1","Covered_or_Over"
"6853146-65_TR","2352","2026-05","120","120","0","1","Covered_or_Over"
"6853146-65_TR","2352","2026-06","30","60","-30","0.5","Short"
"6853146-65_TR","2352","2026-07","0","60","-60","0","MRP_Missing"
"6853146-65_TR","2352","2026-08","0","180","-180","0","MRP_Missing"
"6853146-65_TR","2352","2026-09","0","150","-150","0","MRP_Missing"
"6853146-65_TR","2352","2026-10","0","90","-90","0","MRP_Missing"
"6853172-65_TR","2352","2025-12","30","150","-120","0.2","Short"
"6853172-65_TR","2352","2026-01","330","330","0","1","Covered_or_Over"
"6853172-65_TR","2352","2026-02","390","420","-30","0.929","Short"
"6853172-65_TR","2352","2026-03","480","480","0","1","Covered_or_Over"
"6853172-65_TR","2352","2026-04","270","300","-30","0.9","Short"
"6853172-65_TR","2352","2026-05","420","420","0","1","Covered_or_Over"
"6853172-65_TR","2352","2026-06","120","180","-60","0.667","Short"
"6853172-65_TR","2352","2026-07","0","270","-270","0","MRP_Missing"
"6853172-65_TR","2352","2026-08","0","480","-480","0","MRP_Missing"
"6853172-65_TR","2352","2026-09","0","330","-330","0","MRP_Missing"
"6853172-65_TR","2352","2026-10","0","240","-240","0","MRP_Missing"
"6853294-65_TR","2352","2026-01","60","90","-30","0.667","Short"
"6853294-65_TR","2352","2026-02","90","90","0","1","Covered_or_Over"
"6853294-65_TR","2352","2026-03","90","90","0","1","Covered_or_Over"
"6853294-65_TR","2352","2026-04","60","90","-30","0.667","Short"
"6853294-65_TR","2352","2026-05","90","90","0","1","Covered_or_Over"
"6853294-65_TR","2352","2026-06","30","30","0","1","Covered_or_Over"
"6853294-65_TR","2352","2026-07","0","60","-60","0","MRP_Missing"
"6853294-65_TR","2352","2026-08","0","90","-90","0","MRP_Missing"
"6853294-65_TR","2352","2026-09","0","90","-90","0","MRP_Missing"
"6853294-65_TR","2352","2026-10","0","30","-30","0","MRP_Missing"
"6853295-65_TR","2352","2026-03","78","78","0","1","Covered_or_Over"
"6853295-65_TR","2352","2026-04","26","26","0","1","Covered_or_Over"
"6853295-65_TR","2352","2026-05","52","52","0","1","Covered_or_Over"
"6853295-65_TR","2352","2026-06","0","26","-26","0","MRP_Missing"
"6853295-65_TR","2352","2026-07","0","52","-52","0","MRP_Missing"
"6853295-65_TR","2352","2026-08","0","52","-52","0","MRP_Missing"
"6853295-65_TR","2352","2026-09","0","26","-26","0","MRP_Missing"
"6853295-65_TR","2352","2026-10","0","26","-26","0","MRP_Missing"
"6853304-65_TR","2352","2025-12","180","150","30","1.2","Covered_or_Over"
"6853304-65_TR","2352","2026-01","210","180","30","1.167","Covered_or_Over"
"6853304-65_TR","2352","2026-02","210","240","-30","0.875","Short"
"6853304-65_TR","2352","2026-03","270","270","0","1","Covered_or_Over"
"6853304-65_TR","2352","2026-04","150","150","0","1","Covered_or_Over"
"6853304-65_TR","2352","2026-05","210","210","0","1","Covered_or_Over"
"6853304-65_TR","2352","2026-06","60","90","-30","0.667","Short"
"6853304-65_TR","2352","2026-07","0","150","-150","0","MRP_Missing"
"6853304-65_TR","2352","2026-08","0","270","-270","0","MRP_Missing"
"6853304-65_TR","2352","2026-09","0","180","-180","0","MRP_Missing"
"6853304-65_TR","2352","2026-10","0","180","-180","0","MRP_Missing"
"6853305-65_TR","2352","2025-12","30","30","0","1","Covered_or_Over"
"6853305-65_TR","2352","2026-01","0","30","-30","0","MRP_Missing"
"6853305-65_TR","2352","2026-02","60","60","0","1","Covered_or_Over"
"6853305-65_TR","2352","2026-03","60","60","0","1","Covered_or_Over"
"6853305-65_TR","2352","2026-04","30","30","0","1","Covered_or_Over"
"6853305-65_TR","2352","2026-05","60","60","0","1","Covered_or_Over"
"6853305-65_TR","2352","2026-06","30","30","0","1","Covered_or_Over"
"6853305-65_TR","2352","2026-07","0","30","-30","0","MRP_Missing"
"6853305-65_TR","2352","2026-08","0","60","-60","0","MRP_Missing"
"6853305-65_TR","2352","2026-09","0","30","-30","0","MRP_Missing"
"6855970-65_TR","2352","2025-12","60","30","30","2","Covered_or_Over"
"6855970-65_TR","2352","2026-01","240","300","-60","0.8","Short"
"6855970-65_TR","2352","2026-02","330","330","0","1","Covered_or_Over"
"6855970-65_TR","2352","2026-03","330","300","30","1.1","Covered_or_Over"
"6855970-65_TR","2352","2026-04","150","210","-60","0.714","Short"
"6855970-65_TR","2352","2026-05","300","270","30","1.111","Covered_or_Over"
"6855970-65_TR","2352","2026-06","90","120","-30","0.75","Short"
"6855970-65_TR","2352","2026-07","0","210","-210","0","MRP_Missing"
"6855970-65_TR","2352","2026-08","0","300","-300","0","MRP_Missing"
"6855970-65_TR","2352","2026-09","0","180","-180","0","MRP_Missing"
"6855970-65_TR","2352","2026-10","0","150","-150","0","MRP_Missing"
"6855972-65_TR","2352","2025-12","60","210","-150","0.286","Short"
"6855972-65_TR","2352","2026-01","420","390","30","1.077","Covered_or_Over"
"6855972-65_TR","2352","2026-02","450","540","-90","0.833","Short"
"6855972-65_TR","2352","2026-03","600","600","0","1","Covered_or_Over"
"6855972-65_TR","2352","2026-04","390","450","-60","0.867","Short"
"6855972-65_TR","2352","2026-05","540","480","60","1.125","Covered_or_Over"
"6855972-65_TR","2352","2026-06","120","270","-150","0.444","Short"
"6855972-65_TR","2352","2026-07","0","330","-330","0","MRP_Missing"
"6855972-65_TR","2352","2026-08","0","690","-690","0","MRP_Missing"
"6855972-65_TR","2352","2026-09","0","420","-420","0","MRP_Missing"
"6855972-65_TR","2352","2026-10","0","390","-390","0","MRP_Missing"
"6855976-65_TR","2352","2025-12","60","60","0","1","Covered_or_Over"
"6855976-65_TR","2352","2026-01","270","270","0","1","Covered_or_Over"
"6855976-65_TR","2352","2026-02","270","330","-60","0.818","Short"
"6855976-65_TR","2352","2026-03","360","300","60","1.2","Covered_or_Over"
"6855976-65_TR","2352","2026-04","150","210","-60","0.714","Short"
"6855976-65_TR","2352","2026-05","300","270","30","1.111","Covered_or_Over"
"6855976-65_TR","2352","2026-06","90","120","-30","0.75","Short"
"6855976-65_TR","2352","2026-07","0","210","-210","0","MRP_Missing"
"6855976-65_TR","2352","2026-08","0","300","-300","0","MRP_Missing"
"6855976-65_TR","2352","2026-09","0","180","-180","0","MRP_Missing"
"6855976-65_TR","2352","2026-10","0","150","-150","0","MRP_Missing"
"6878218-NK","341170","2025-12","4102","4950","-848","0.829","Short"
"6878218-NK","341170","2026-01","3990","3960","30","1.008","Covered_or_Over"
"6878218-NK","341170","2026-02","5040","5280","-240","0.955","Short"
"6878218-NK","341170","2026-03","7140","6270","870","1.139","Covered_or_Over"
"6878218-NK","341170","2026-04","4200","5280","-1080","0.795","Short"
"6878218-NK","341170","2026-05","5040","5619","-579","0.897","Short"
"6878218-NK","341170","2026-06","1050","4917","-3867","0.214","Short"
"6878218-NK","341170","2026-07","0","1098","-1098","0","MRP_Missing"
"6878218-NK","341170","2026-08","0","4497","-4497","0","MRP_Missing"
"6878218-NK","341170","2026-09","0","4707","-4707","0","MRP_Missing"
"6878218-NK","341170","2026-10","0","3504","-3504","0","MRP_Missing"
"6878218-NK","341170","2026-11","0","1237","-1237","0","MRP_Missing"
"6878574-CARM","2109","2025-12","2200","0","2200",,"MRP_Extra"
"6878574-CARM","2109","2026-01","1995","0","1995",,"MRP_Extra"
"6878574-CARM","2109","2026-02","2520","0","2520",,"MRP_Extra"
"6878574-CARM","2109","2026-03","3570","0","3570",,"MRP_Extra"
"6878574-CARM","2109","2026-04","2100","0","2100",,"MRP_Extra"
"6878574-CARM","2109","2026-05","2520","0","2520",,"MRP_Extra"
"6878574-CARM","2109","2026-06","525","0","525",,"MRP_Extra"
"6878575-CARM","2109","2025-12","1675","0","1675",,"MRP_Extra"
"6878575-CARM","2109","2026-01","1995","0","1995",,"MRP_Extra"
"6878575-CARM","2109","2026-02","2520","0","2520",,"MRP_Extra"
"6878575-CARM","2109","2026-03","3570","0","3570",,"MRP_Extra"
"6878575-CARM","2109","2026-04","2100","0","2100",,"MRP_Extra"
"6878575-CARM","2109","2026-05","2520","0","2520",,"MRP_Extra"
"6878575-CARM","2109","2026-06","525","0","525",,"MRP_Extra"
"6888077-AA","","2025-12","1800","0","1800",,"MRP_Extra"
"6888077-AA","","2026-01","1728","0","1728",,"MRP_Extra"
"6888077-AA","","2026-02","1872","0","1872",,"MRP_Extra"
"6888077-AA","","2026-03","2376","0","2376",,"MRP_Extra"
"6888077-AA","","2026-04","1872","0","1872",,"MRP_Extra"
"6888077-AA","","2026-05","72","0","72",,"MRP_Extra"
"6890176-HZD-PUR","2798","2025-12","1584","0","1584",,"MRP_Extra"
"6890176-HZD-PUR","2798","2026-01","1728","0","1728",,"MRP_Extra"
"6890176-HZD-PUR","2798","2026-02","1872","0","1872",,"MRP_Extra"
"6890176-HZD-PUR","2798","2026-03","2376","0","2376",,"MRP_Extra"
"6890176-HZD-PUR","2798","2026-04","1872","0","1872",,"MRP_Extra"
"6890176-HZD-PUR","2798","2026-05","72","0","72",,"MRP_Extra"
"6897992","370003","2025-12","1600","0","1600",,"MRP_Extra"
"6897992","370003","2026-01","7800","0","7800",,"MRP_Extra"
"6897992","370003","2026-02","10800","0","10800",,"MRP_Extra"
"6897992","370003","2026-03","16600","0","16600",,"MRP_Extra"
"6897992","370003","2026-04","12800","0","12800",,"MRP_Extra"
"6897992","370003","2026-05","24400","44600","-20200","0.547","Short"
"6897992","370003","2026-06","0","34000","-34000","0","MRP_Missing"
"6897992","370003","2026-07","0","52400","-52400","0","MRP_Missing"
"6897992","370003","2026-08","0","43600","-43600","0","MRP_Missing"
"6897992","370003","2026-09","0","54000","-54000","0","MRP_Missing"
"6897992","370003","2026-10","0","23400","-23400","0","MRP_Missing"
"6897996","370003","2025-11","0","20000","-20000","0","MRP_Missing"
"6897996","370003","2025-12","0","20000","-20000","0","MRP_Missing"
"6897996","370003","2026-01","0","18000","-18000","0","MRP_Missing"
"6897996","370003","2026-02","0","22000","-22000","0","MRP_Missing"
"6897996","370003","2026-03","300","20000","-19700","0.015","Short"
"6897996","370003","2026-04","6200","19900","-13700","0.312","Short"
"6897996","370003","2026-05","11500","25400","-13900","0.453","Short"
"6897996","370003","2026-06","0","6000","-6000","0","MRP_Missing"
"6897996","370003","2026-07","0","40300","-40300","0","MRP_Missing"
"6897996","370003","2026-08","0","7900","-7900","0","MRP_Missing"
"6897996","370003","2026-09","0","45900","-45900","0","MRP_Missing"
"6897996","370003","2026-10","0","13500","-13500","0","MRP_Missing"
"6928884-09_C","395103","2025-12","0","3200","-3200","0","MRP_Missing"
"6928884-09_C","395103","2026-01","0","1920","-1920","0","MRP_Missing"
"6928884-09_C","395103","2026-02","0","1120","-1120","0","MRP_Missing"
"6928884-09_C","395103","2026-03","0","800","-800","0","MRP_Missing"
"6930073-C68-LOZ","2171","2025-12","108","0","108",,"MRP_Extra"
"6930073-C68-LOZ","2171","2026-01","324","0","324",,"MRP_Extra"
"6930073-C68-LOZ","2171","2026-02","216","0","216",,"MRP_Extra"
"6930073-C68-LOZ","2171","2026-03","216","0","216",,"MRP_Extra"
"6930272-C69-LOZ","2798","2025-12","3240","0","3240",,"MRP_Extra"
"6930272-C69-LOZ","2798","2026-01","6060","0","6060",,"MRP_Extra"
"6930272-C69-LOZ","2798","2026-02","5640","0","5640",,"MRP_Extra"
"6930272-C69-LOZ","2798","2026-03","6720","0","6720",,"MRP_Extra"
"6930272-C69-LOZ","2798","2026-04","6720","0","6720",,"MRP_Extra"
"6930313-C68-LOZ","2171","2025-12","288","0","288",,"MRP_Extra"
"6930313-C68-LOZ","2171","2026-01","720","0","720",,"MRP_Extra"
"6930313-C68-LOZ","2171","2026-02","504","0","504",,"MRP_Extra"
"6930313-C68-LOZ","2171","2026-03","360","0","360",,"MRP_Extra"
"6930313-C68-LOZ","2171","2026-04","72","0","72",,"MRP_Extra"
"6930315-C68-LOZ","2798","2025-12","300","0","300",,"MRP_Extra"
"6930315-C68-LOZ","2798","2026-01","660","0","660",,"MRP_Extra"
"6930315-C68-LOZ","2798","2026-02","540","0","540",,"MRP_Extra"
"6930315-C68-LOZ","2798","2026-03","420","0","420",,"MRP_Extra"
"6930319-C69-LOZ","2171","2025-12","2052","0","2052",,"MRP_Extra"
"6930319-C69-LOZ","2171","2026-01","3024","0","3024",,"MRP_Extra"
"6930319-C69-LOZ","2171","2026-02","2916","0","2916",,"MRP_Extra"
"6930319-C69-LOZ","2171","2026-03","3672","0","3672",,"MRP_Extra"
"6930319-C69-LOZ","2171","2026-04","2700","0","2700",,"MRP_Extra"
"6930319-C69-LOZ","2171","2026-05","2700","0","2700",,"MRP_Extra"
"6930319-C69-LOZ","2171","2026-06","627","0","627",,"MRP_Extra"
"6930326-C69-LOZ","2171","2025-12","2880","0","2880",,"MRP_Extra"
"6930326-C69-LOZ","2171","2026-01","6264","0","6264",,"MRP_Extra"
"6930326-C69-LOZ","2171","2026-02","5544","0","5544",,"MRP_Extra"
"6930326-C69-LOZ","2171","2026-03","7488","0","7488",,"MRP_Extra"
"6930326-C69-LOZ","2171","2026-04","5544","0","5544",,"MRP_Extra"
"6930326-C69-LOZ","2171","2026-05","5256","0","5256",,"MRP_Extra"
"6930326-C69-LOZ","2171","2026-06","1239","0","1239",,"MRP_Extra"
"6930338-06W-LOZ","2798","2025-12","120","0","120",,"MRP_Extra"
"6930338-06W-LOZ","2798","2026-01","300","0","300",,"MRP_Extra"
"6930338-06W-LOZ","2798","2026-02","480","0","480",,"MRP_Extra"
"6930338-06W-LOZ","2798","2026-03","360","0","360",,"MRP_Extra"
"6930338-06W-LOZ","2798","2026-04","300","0","300",,"MRP_Extra"
"6930339-06W-LOZ","2171","2026-01","432","0","432",,"MRP_Extra"
"6930339-06W-LOZ","2171","2026-02","360","0","360",,"MRP_Extra"
"6930339-06W-LOZ","2171","2026-03","432","0","432",,"MRP_Extra"
"6930339-06W-LOZ","2171","2026-04","216","0","216",,"MRP_Extra"
"6930339-06W-LOZ","2171","2026-05","144","0","144",,"MRP_Extra"
"6930339-06W-LOZ","2171","2026-06","44","0","44",,"MRP_Extra"
"6930342-06W-LOZ","2171","2025-12","108","0","108",,"MRP_Extra"
"6930342-06W-LOZ","2171","2026-01","108","0","108",,"MRP_Extra"
"6930342-06W-LOZ","2171","2026-02","216","0","216",,"MRP_Extra"
